date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:01:01	136404/136404	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:02%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=buns-behind.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image0fff.png	(from https://www.joy-bakery.cz/)
16:01:01	2222089/2222089	---MC-	200	added ('OK')	image/gif	date:Fri,%2014%20Mar%202025%2014:01:02%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=delivery.gif	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image49af.gif	(from https://www.joy-bakery.cz/)
16:01:02	113203/113203	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:02%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=bread-behind.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image3029.png	(from https://www.joy-bakery.cz/)
16:01:02	374048/374048	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:02%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=coffee_cup.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imagee5fc.png	(from https://www.joy-bakery.cz/)
16:01:02	125681/125681	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:03%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=oven.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image269c.png	(from https://www.joy-bakery.cz/)
16:01:02	36854/36854	---MC-	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Mar%202025%2014:01:03%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=logo-yellow.svg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image214a.svg	(from https://www.joy-bakery.cz/)
16:01:02	501/501	---MC-	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Mar%202025%2014:01:03%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=facebook-footer.svg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image59f0.svg	(from https://www.joy-bakery.cz/)
16:01:03	2714/2714	---MC-	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Mar%202025%2014:01:03%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=instagram-footer.svg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image469b.svg	(from https://www.joy-bakery.cz/)
16:01:03	394140/394140	---M--	200	added ('OK')	font/ttf	etag:%226039c-5f64cb084e4c0%22	https://www.joy-bakery.cz/css/fonts/Montserrat/Montserrat-VariableFont_wght.ttf	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/css/fonts/Montserrat/Montserrat-VariableFont_wght.ttf	(from https://www.joy-bakery.cz/css/style.css)
16:01:04	94915/94915	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:04%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=background_w_icons.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image136c.png	(from https://www.joy-bakery.cz/css/style.css)
16:01:04	1393194/1393194	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:04%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=bread-background.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image87d9.png	(from https://www.joy-bakery.cz/css/style.css)
16:01:04	5/5	---M--	200	added ('OK')	text/css	etag:%22674c5a4a-5%22	https://p.typekit.net/p.css?s=1&k=yxl2vvh&ht=tk&f=43323&a=136873405&app=typekit&e=css	C:/Users/Radu/Downloads/bakery5/p.typekit.net/p9029.css	(from https://use.typekit.net/yxl2vvh.css)
16:01:04	20556/20556	---M--	200	added ('OK')	application/font-woff2	etag:%22e3d570c82401fc7e0f267bdb25584ae03826f7b7%22	https://use.typekit.net/af/c93b0b/00000000000000007735cbea/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Users/Radu/Downloads/bakery5/use.typekit.net/af/c93b0b/00000000000000007735cbea/30/le196	(from https://use.typekit.net/yxl2vvh.css)
16:01:05	20796/20796	---M--	200	added ('OK')	application/font-woff	etag:%22e3d570c82401fc7e0f267bdb25584ae03826f7b7%22	https://use.typekit.net/af/c93b0b/00000000000000007735cbea/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Users/Radu/Downloads/bakery5/use.typekit.net/af/c93b0b/00000000000000007735cbea/30/de196	(from https://use.typekit.net/yxl2vvh.css)
16:01:05	31624/31624	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e3d570c82401fc7e0f267bdb25584ae03826f7b7%22	https://use.typekit.net/af/c93b0b/00000000000000007735cbea/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n4&v=3	C:/Users/Radu/Downloads/bakery5/use.typekit.net/af/c93b0b/00000000000000007735cbea/30/ae196	(from https://use.typekit.net/yxl2vvh.css)
16:01:06	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-52db138258e80%22	https://www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont.eot?v=4.5.0	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont3295.eot	(from https://www.joy-bakery.cz/plugins/font-awesome/css/font-awesome.min.css)
16:01:06	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2211497-52db138258e80%22	https://www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.joy-bakery.cz/plugins/font-awesome/css/font-awesome.min.css)
16:01:06	66624/66624	---M--	200	added ('OK')	font/woff2	etag:%2210440-52db138258e80%22	https://www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont3295.woff2	(from https://www.joy-bakery.cz/plugins/font-awesome/css/font-awesome.min.css)
16:01:06	83588/83588	---M--	200	added ('OK')	font/woff	etag:%2214684-5f1e6d3847a40%22	https://www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont.woff?v=4.5.0	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont3295.woff	(from https://www.joy-bakery.cz/plugins/font-awesome/css/font-awesome.min.css)
16:01:06	142072/142072	---M--	200	added ('OK')	font/ttf	etag:%2222af8-52db138258e80%22	https://www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont3295.ttf	(from https://www.joy-bakery.cz/plugins/font-awesome/css/font-awesome.min.css)
16:01:07	365616/365616	---M--	200	added ('OK')	image/svg+xml	etag:%2259430-5f1e6d3847a40%22	https://www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont.svg?v=4.5.0	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/plugins/font-awesome/fonts/fontawesome-webfont3295.svg	(from https://www.joy-bakery.cz/plugins/font-awesome/css/font-awesome.min.css)
16:01:07	13990/13990	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:08%20GMT	https://www.joy-bakery.cz/products/Baguette	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Baguette.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:07	601104/601104	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:08%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682004809.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imagea000.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:07	13994/13994	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:08%20GMT	https://www.joy-bakery.cz/products/Joy_Bread	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Joy_Bread.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:08	14002/14002	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:08%20GMT	https://www.joy-bakery.cz/products/Retro_Bread	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Retro_Bread.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:08	710448/710448	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:08%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682005199.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image9e2b.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:08	684733/684733	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:09%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682005232.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image4220.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:08	13998/13998	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:09%20GMT	https://www.joy-bakery.cz/products/Cherry_bun	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Cherry_bun.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:08	614127/614127	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:09%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682005017.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imagec17c.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:09	14034/14034	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:09%20GMT	https://www.joy-bakery.cz/products/Chocolate_croissant	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Chocolate_croissant.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:09	723173/723173	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:09%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682005053.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imagecbe9.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:09	14006/14006	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:10%20GMT	https://www.joy-bakery.cz/products/Cinnamon_bun	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Cinnamon_bun.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:09	716430/716430	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:10%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682005099.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image61fd.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:10	13994/13994	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:10%20GMT	https://www.joy-bakery.cz/products/Croissant	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/products/Croissant.html	(from https://www.joy-bakery.cz/products/categories_products)
16:01:10	795044/795044	---MC-	200	added ('OK')	image/jpeg	date:Fri,%2014%20Mar%202025%2014:01:10%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=2023/1682005139.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imageda4a.jpg	(from https://www.joy-bakery.cz/products/categories_products)
16:01:10	60478/60478	---MC-	200	added ('OK')	image/png	date:Fri,%2014%20Mar%202025%2014:01:11%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=swirrels-product.png	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imageb492.png	(from https://www.joy-bakery.cz/info/career)
16:01:11	483/483	---MC-	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Mar%202025%2014:01:11%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=envelope.svg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imaged4f6.svg	(from https://www.joy-bakery.cz/info/contact)
16:01:11	3453/3453	---MC-	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Mar%202025%2014:01:11%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=telephone.svg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imagee8c4.svg	(from https://www.joy-bakery.cz/info/contact)
16:01:12	874/874	---MC-	200	added ('OK')	image/svg+xml	date:Fri,%2014%20Mar%202025%2014:01:12%20GMT	https://www.joy-bakery.cz/images/uploads/image.php?upload=opening_hours.svg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/imagefe2e.svg	(from https://www.joy-bakery.cz/info/contact)
16:01:12	1/1	---M--	200	added ('OK')	text/plain	etag:%2267c0a2c0-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/yxl2vvh.css)
16:01:12	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:13%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682004809.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_shorta000.php	(from https://www.joy-bakery.cz/products/Baguette)
16:01:12	15320/15320	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2014:01:13%20GMT	https://www.joy-bakery.cz/default	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/default.html	(from https://www.joy-bakery.cz/products/Baguette)
16:01:12	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:13%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682005199.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_short9e2b.php	(from https://www.joy-bakery.cz/products/Joy_Bread)
16:01:13	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:13%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682005232.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_short4220.php	(from https://www.joy-bakery.cz/products/Retro_Bread)
16:01:13	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:14%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682005017.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_shortc17c.php	(from https://www.joy-bakery.cz/products/Cherry_bun)
16:01:13	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:14%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682005053.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_shortcbe9.php	(from https://www.joy-bakery.cz/products/Chocolate_croissant)
16:01:14	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:14%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682005099.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_short61fd.php	(from https://www.joy-bakery.cz/products/Cinnamon_bun)
16:01:14	8991/8991	---MC-	302	error ('Found')	text/html	date:Fri,%2014%20Mar%202025%2014:01:15%20GMT	https://www.joy-bakery.cz/images/uploads/image_short.php?upload=2023/1682005139.jpg	C:/Users/Radu/Downloads/bakery5/www.joy-bakery.cz/images/uploads/image_shortda4a.php	(from https://www.joy-bakery.cz/products/Croissant)
